phase,bag_num,unit_or_mayberry_stake,desert_source,mayberry_treatment,cultivation_f_g_c,cultivation_shade,cultivation_water,cultivation_substrate,cultivation_inoc_status,sod_section_num,lab_replicate,property,date_sampled,cores,slake,resurrect_block,resurrect_sample_provenance,resurrect_desert_treatment,date_eps,eps_extractor,eps_timepoint,eps_timepoint_months,lb_eps,tb_eps,g_eps,total_eps,chla,old_cyano_qPCR,Note
greenhouse,,70,Mojave,NA,,C,1,,C,NA,,NA,,NA,NA,,,,7/15/19,ND,initial,0,31.622,22.473,21.999,76.090,0.089,,
greenhouse,,71,CP,NA,,S,1,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,135.900,26.320,230.940,393.160,8.986,,
greenhouse,,71,CP,NA,,S,1,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,231.340,42.590,393.000,666.930,9.031,,
greenhouse,,71,CP,NA,,S,1,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,150.310,43.950,225.820,420.070,NA,,
greenhouse,,72,CP,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,125.310,43.130,184.200,352.630,6.124,,
greenhouse,,72,CP,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,138.960,28.900,264.600,432.460,5.978,,
greenhouse,,72,CP,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,196.530,52.490,292.060,541.080,6.604,,
greenhouse,,72,CP,NA,,S,4?,,I,NA,,NA,,NA,NA,,,,6/29/22,SDJ,initial,0,65.940,198.420,321.530,585.890,NA,,
greenhouse,,72,CP,NA,,S,4?,,I,NA,,NA,,NA,NA,,,,7/20/22,SDJ,post,4,251.000,276.910,386.150,914.060,6.235,,average ND's chla value
greenhouse,,73,Mojave,NA,,S,1,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,159.570,-12.590,201.810,348.790,9.204,,
greenhouse,,73,Mojave,NA,,S,1,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,248.350,9.490,294.150,551.990,9.840,,
greenhouse,,73,Mojave,NA,,S,1,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,318.260,26.810,352.460,697.540,10.553,,
greenhouse,,74,Mojave,NA,,C,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,56.610,-35.580,236.980,258.010,7.277,5907000,
greenhouse,,74,Mojave,NA,,C,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,84.000,-24.250,155.500,215.250,7.095,5907000,
greenhouse,,74,Mojave,NA,,C,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,72.330,-12.080,175.900,236.160,7.291,5907000,
greenhouse,,74,Mojave,NA,,C,3,,I,NA,,NA,,,,,,,6/29/22,SDJ,initial,0,66.760,146.500,174.200,387.460,NA,3337560,no chla value available
greenhouse,,74,Mojave,NA,,C,3,,I,NA,,NA,,,,,,,6/29/22,SDJ,post,4,262.120,271.290,498.690,1032.100,7.221,,average ND's chla value
greenhouse,,75,CP,NA,,C,1,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,154.680,37.020,385.660,577.360,3.641,,
greenhouse,,75,CP,NA,,C,1,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,141.080,100.170,421.220,662.480,3.134,,
greenhouse,,75,CP,NA,,C,1,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,192.230,64.080,481.430,737.740,3.394,,
greenhouse,,76,CP,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,81.140,-16.210,343.830,408.760,1.097,,
greenhouse,,76,CP,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,-7.630,-2.530,259.030,248.880,1.075,,
greenhouse,,76,CP,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,92.370,-18.290,222.570,296.650,1.109,,
greenhouse,,76,CP,NA,,S,4,,I,NA,,NA,,NA,NA,,,,6/29/22,SDJ,initial,0,98.330,131.230,206.100,435.660,NA,,no chla value available
greenhouse,,76,CP,NA,,S,4,,I,NA,,NA,,NA,NA,,,,7/20/22,SDJ,post,4,82.320,162.990,199.680,445.000,1.094,,average ND's chla value
greenhouse,,79,CP,NA,,S,3,,C,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,32.900,49.130,30.040,112.080,0.014,,
greenhouse,,79,CP,NA,,S,3,,C,NA,,NA,,NA,NA,,,,7/15/19,ND,initial,0,35.127,35.294,45.016,115.440,0.228,,
greenhouse,,80,Mojave,NA,,S,3,,C,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,78.520,24.340,89.010,191.870,1.632,,
greenhouse,,80,Mojave,NA,,S,3,,C,NA,,NA,,NA,NA,,,,7/15/19,ND,initial,0,45.115,8.961,20.692,74.770,-0.045,,
greenhouse,,80,Mojave,NA,,S,3,,C,NA,,NA,,,,,,,7/20/22,SDJ,post,4,80.150,163.470,184.050,427.670,1.632,,ND's chla value
greenhouse,,81,Mojave,NA,,C,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,68.040,-10.600,96.260,153.700,3.312,4258800,
greenhouse,,81,Mojave,NA,,C,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,174.250,-8.250,245.060,411.060,3.972,4258800,
greenhouse,,81,Mojave,NA,,C,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,113.680,12.000,202.940,328.620,4.449,4258800,
greenhouse,,81,Mojave,NA,,C,3,,I,NA,,NA,,,,,,,6/29/22,SDJ,initial,0,69.040,202.610,234.700,506.350,NA,2979600,no chla value available
greenhouse,,81,Mojave,NA,,C,3,,I,NA,,NA,,,,,,,6/29/22,SDJ,post,4,263.860,275.900,348.460,888.230,3.911,,average ND's chla value
greenhouse,,82,Mojave,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,253.130,19.080,343.520,615.730,6.487,,
greenhouse,,82,Mojave,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,157.920,14.410,198.230,370.550,6.142,,
greenhouse,,82,Mojave,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,178.720,43.250,210.950,432.920,7.043,,
greenhouse,,82,Mojave,NA,,S,3,,I,NA,,NA,,NA,NA,,,,6/29/22,SDJ,initial,0,77.250,280.590,518.800,876.640,NA,,no chla value available
greenhouse,,82,Mojave,NA,,S,3,,I,NA,,NA,,NA,NA,,,,7/20/22,SDJ,post,4,130.520,185.620,225.820,541.960,6.557,,average ND's chla value
greenhouse,,83,CP,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,119.370,91.680,236.230,447.280,8.582,,
greenhouse,,83,CP,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,107.440,73.690,239.500,420.630,9.924,,
greenhouse,,83,CP,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,139.830,46.140,323.500,509.470,10.228,,
greenhouse,,83,CP,NA,,S,3,,I,NA,,NA,,NA,NA,,,,6/29/22,SDJ,initial,0,100.820,180.240,207.360,488.420,NA,,no chla value available
greenhouse,,83,CP,NA,,S,3,,I,NA,,NA,,NA,NA,,,,7/20/22,SDJ,post,4,223.370,216.600,299.000,738.970,9.578,,average ND's chla value
greenhouse,,85,CP,NA,,C,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,153.190,54.020,229.870,437.080,4.665,1534510,
greenhouse,,85,CP,NA,,C,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,50.600,140.660,199.440,390.700,4.525,1534510,
greenhouse,,85,CP,NA,,C,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,293.000,110.030,370.420,773.450,4.411,1534510,
greenhouse,,85,CP,NA,,C,3,,I,NA,,NA,,NA,NA,,,,6/29/22,SDJ,initial,0,143.910,79.390,126.810,350.110,NA,1755000,no chla value available
greenhouse,,85,CP,NA,,C,3,,I,NA,,NA,,NA,NA,,,,7/20/22,SDJ,post,4,165.890,188.930,273.670,628.490,4.534,,average ND's chla value
greenhouse,,86,CP,NA,,C,1,,C,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,98.390,6.650,48.140,153.180,0.016,,
greenhouse,,86,CP,NA,,C,1,,C,NA,,NA,,NA,NA,,,,7/15/19,ND,initial,0,33.340,19.820,21.640,74.800,0.088,,
greenhouse,,87,CP,NA,,C,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,114.480,30.680,NA,145.170,3.242,2301740,
greenhouse,,87,CP,NA,,C,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,164.220,45.810,371.010,581.050,1.814,2301740,
greenhouse,,87,CP,NA,,C,3,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,150.450,78.660,232.980,462.090,3.161,2301740,
greenhouse,,87,CP,NA,,C,3,,I,NA,,NA,,,,,,,6/29/22,SDJ,initial,0,92.610,175.330,279.750,547.690,NA,3171840,no chla value available
greenhouse,,87,CP,NA,,C,3,,I,NA,,NA,,,,,,,6/29/22,SDJ,post,4,237.280,224.450,279.700,741.430,2.739,,average ND's chla value
greenhouse,,88,Mojave,NA,,S,1,,C,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,176.690,9.150,14.750,200.590,0.919,,
greenhouse,,88,Mojave,NA,,S,1,,C,NA,,NA,,NA,NA,,,,7/15/19,ND,initial,0,28.934,19.854,23.959,72.750,0.603,,
greenhouse,,90,Mojave,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,246.350,23.460,210.810,480.610,5.468,,
greenhouse,,90,Mojave,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,284.120,39.030,305.610,628.760,6.430,,
greenhouse,,90,Mojave,NA,,S,3,,I,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,368.020,70.850,808.830,1247.700,6.831,,
greenhouse,,90,Mojave,NA,,S,3,,I,NA,,NA,,NA,NA,,,,6/29/22,SDJ,initial,0,58.130,163.320,285.820,507.270,NA,,no chla value available
greenhouse,,90,Mojave,NA,,S,3,,I,NA,,NA,,NA,NA,,,,7/20/22,SDJ,post,4,96.390,191.380,245.140,532.900,6.243,,average ND's chla value
greenhouse,,92,Mojave,NA,,C,3,,C,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,77.970,0.670,44.650,123.290,0.834,,
greenhouse,,92,Mojave,NA,,C,3,,C,NA,,NA,,NA,NA,,,,7/15/19,ND,initial,0,55.781,47.047,27.403,130.230,-0.044,,
greenhouse,,94,Mojave,NA,,S,1,,I,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,330.610,34.560,226.940,592.110,7.234,,
greenhouse,,94,Mojave,NA,,S,1,,I,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,316.350,39.640,274.550,630.540,8.413,,
greenhouse,,94,Mojave,NA,,S,1,,I,NA,,NA,,NA,NA,,,,5/28/19,ND,post,4,336.120,26.250,NA,362.370,10.599,,
greenhouse,,96,CP,NA,,C,1,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,134.690,64.150,308.780,507.620,3.391,,
greenhouse,,96,CP,NA,,C,1,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,157.240,45.260,229.430,431.940,3.635,,
greenhouse,,96,CP,NA,,C,1,,I,NA,,NA,,NA,NA,,,,5/13/19,ND,post,4,166.940,241.050,284.210,692.200,2.631,,
greenhouse,,NA,CP,greenhouse_initial,,NA,NA,,greenhouse_initial,NA,,NA,,NA,NA,,,,5/28/19,ND,inoculumbag,0,143.730,50.420,311.570,505.720,6.028,,
greenhouse,,NA,CP,greenhouse_initial,,NA,NA,,greenhouse_initial,NA,,NA,,NA,NA,,,,5/28/19,ND,inoculumbag,0,101.000,74.390,182.080,357.480,4.902,,
greenhouse,,NA,CP,greenhouse_initial,,NA,NA,,greenhouse_initial,NA,,NA,,NA,NA,,,,5/28/19,ND,inoculumbag,0,104.690,34.140,180.790,319.620,5.244,,
greenhouse,,NA,Mojave,greenhouse_initial,,NA,NA,,greenhouse_initial,NA,,NA,,NA,NA,,,,5/28/19,ND,inoculumbag,0,338.770,58.440,602.170,999.390,24.110,,
greenhouse,,NA,Mojave,greenhouse_initial,,NA,NA,,greenhouse_initial,NA,,NA,,NA,NA,,,,5/28/19,ND,inoculumbag,0,325.970,37.580,569.120,932.660,22.875,,
greenhouse,,NA,Mojave,greenhouse_initial,,NA,NA,,greenhouse_initial,NA,,NA,,NA,NA,,,,5/28/19,ND,inoculumbag,0,386.190,54.020,463.860,904.070,26.106,,
mayberry,,54,mj,P,,no shade,A,,,9,1,NA,,NA,NA,,,,7/10/19,ND,1,6,50.320,19.230,109.070,178.620,1.067,,
mayberry,,54,mj,P,,no shade,A,,,9,2,NA,,NA,NA,,,,7/10/19,ND,1,6,68.400,9.970,95.540,173.910,1.171,,
mayberry,,54,mj,P,,no shade,A,,,9,3,NA,,NA,NA,,,,7/10/19,ND,1,6,68.440,17.660,94.650,180.740,1.406,,
mayberry,,54,mj,P,,no shade,A,,,9,1,NA,,NA,NA,,,,7/10/19,ND,1,6,67.940,4.200,70.790,142.940,1.414,,
mayberry,,54,mj,P,,no shade,A,,,9,2,NA,,NA,NA,,,,7/10/19,ND,1,6,54.500,14.630,82.360,151.490,1.194,,
mayberry,,54,mj,P,,no shade,A,,,9,3,NA,,NA,NA,,,,7/10/19,ND,1,6,68.270,18.290,127.590,214.160,1.360,,
mayberry,,54,mj,P,,no shade,A,,,9,1,NA,,NA,NA,,,,8/13/19,ND,2,8,133.520,252.370,200.530,586.430,1.067,,
mayberry,,54,mj,P,,no shade,A,,,9,2,NA,,NA,NA,,,,8/13/19,ND,2,8,56.150,223.390,190.980,470.530,1.171,,
mayberry,,54,mj,P,,no shade,A,,,9,3,NA,,NA,NA,,,,8/13/19,ND,2,8,54.300,235.830,200.500,490.630,1.406,,
mayberry,,54,mj,P,,no shade,A,,,9,1,NA,,NA,NA,,,,8/13/19,ND,2,8,44.910,252.050,152.190,449.150,1.414,,
mayberry,,54,mj,P,,no shade,A,,,9,2,NA,,NA,NA,,,,8/13/19,ND,2,8,103.170,224.930,126.030,454.130,1.194,,
mayberry,,54,mj,P,,no shade,A,,,9,3,NA,,NA,NA,,,,8/13/19,ND,2,8,59.290,242.360,113.420,415.060,1.360,,
mayberry,,54,mj,WP,,shade,A,,,7,1,NA,,NA,NA,,,,7/10/19,ND,1,6,62.070,8.710,172.850,243.620,3.137,,
mayberry,,54,mj,WP,,shade,A,,,7,2,NA,,NA,NA,,,,7/10/19,ND,1,6,69.100,11.550,242.520,323.170,2.994,,
mayberry,,54,mj,WP,,shade,A,,,7,3,NA,,NA,NA,,,,7/10/19,ND,1,6,53.040,14.920,176.980,244.930,3.011,,
mayberry,,54,mj,WP,,shade,A,,,7,1,NA,,NA,NA,,,,7/10/19,ND,1,6,57.460,3.690,116.440,177.590,2.837,,
mayberry,,54,mj,WP,,shade,A,,,7,2,NA,,NA,NA,,,,7/10/19,ND,1,6,131.420,33.160,126.180,290.750,2.947,,
mayberry,,54,mj,WP,,shade,A,,,7,3,NA,,NA,NA,,,,7/10/19,ND,1,6,65.630,37.530,110.650,213.800,3.287,,
mayberry,,54,mj,WP,,shade,A,,,7,1,NA,,NA,NA,,,,8/13/19,ND,2,8,42.670,390.500,310.210,743.390,3.137,,
mayberry,,54,mj,WP,,shade,A,,,7,2,NA,,NA,NA,,,,8/13/19,ND,2,8,47.190,331.340,312.480,691.000,2.994,,
mayberry,,54,mj,WP,,shade,A,,,7,3,NA,,NA,NA,,,,8/13/19,ND,2,8,37.060,384.590,347.160,768.820,3.011,,
mayberry,,54,mj,WP,,shade,A,,,7,1,NA,,NA,NA,,,,8/13/19,ND,2,8,43.750,219.390,240.970,504.110,2.837,,
mayberry,,54,mj,WP,,shade,A,,,7,2,NA,,NA,NA,,,,8/13/19,ND,2,8,55.940,246.580,268.710,571.220,2.947,,
mayberry,,54,mj,WP,,shade,A,,,7,3,NA,,NA,NA,,,,8/13/19,ND,2,8,43.040,241.040,269.450,553.520,3.287,,
mayberry,,56,cp,P,,no shade,A,,,3,1,NA,,NA,NA,,,,7/10/19,ND,1,6,65.160,25.420,91.020,181.600,1.768,,
mayberry,,56,cp,P,,no shade,A,,,3,2,NA,,NA,NA,,,,7/10/19,ND,1,6,59.480,17.260,105.210,181.950,1.745,,
mayberry,,56,cp,P,,no shade,A,,,3,3,NA,,NA,NA,,,,7/10/19,ND,1,6,46.800,23.620,129.000,199.420,1.923,,
mayberry,,56,cp,P,,no shade,A,,,3,1,NA,,NA,NA,,,,7/10/19,ND,1,6,53.360,37.450,145.140,235.940,1.074,,
mayberry,,56,cp,P,,no shade,A,,,3,2,NA,,NA,NA,,,,7/10/19,ND,1,6,51.780,53.690,128.460,233.930,0.585,,
mayberry,,56,cp,P,,no shade,A,,,3,3,NA,,NA,NA,,,,7/10/19,ND,1,6,94.530,40.540,127.590,262.670,1.117,,
mayberry,,56,cp,P,,no shade,A,,,3,1,NA,,NA,NA,,,,8/13/19,ND,2,8,43.200,240.080,224.330,507.610,1.768,,
mayberry,,56,cp,P,,no shade,A,,,3,2,NA,,NA,NA,,,,8/13/19,ND,2,8,51.200,225.990,186.360,463.540,1.745,,
mayberry,,56,cp,P,,no shade,A,,,3,3,NA,,NA,NA,,,,8/13/19,ND,2,8,57.530,238.760,215.230,511.530,1.923,,
mayberry,,56,cp,P,,no shade,A,,,3,1,NA,,NA,NA,,,,8/13/19,ND,2,8,49.980,249.260,301.560,600.800,1.074,,
mayberry,,56,cp,P,,no shade,A,,,3,2,NA,,NA,NA,,,,8/13/19,ND,2,8,59.890,258.850,300.430,619.180,0.585,,
mayberry,,56,cp,P,,no shade,A,,,3,3,NA,,NA,NA,,,,8/13/19,ND,2,8,75.080,234.110,285.000,594.190,1.117,,
mayberry,,56,cp,WP,,shade,A,,,1,1,NA,,NA,NA,,,,7/10/19,ND,1,6,89.160,346.940,166.820,602.920,1.666,,
mayberry,,56,cp,WP,,shade,A,,,1,2,NA,,NA,NA,,,,7/10/19,ND,1,6,58.020,37.920,187.490,283.430,2.802,,
mayberry,,56,cp,WP,,shade,A,,,1,3,NA,,NA,NA,,,,7/10/19,ND,1,6,69.260,31.460,263.730,364.450,2.973,,
mayberry,,56,cp,WP,,shade,A,,,1,1,NA,,NA,NA,,,,7/10/19,ND,1,6,39.990,38.590,126.570,205.150,3.490,,
mayberry,,56,cp,WP,,shade,A,,,1,2,NA,,NA,NA,,,,7/10/19,ND,1,6,72.130,31.590,209.490,313.210,3.771,,
mayberry,,56,cp,WP,,shade,A,,,1,3,NA,,NA,NA,,,,7/10/19,ND,1,6,64.300,41.820,313.070,419.190,4.088,,
mayberry,,56,cp,WP,,shade,A,,,1,1,NA,,NA,NA,,,,8/13/19,ND,2,8,54.910,343.430,322.830,721.170,1.666,,
mayberry,,56,cp,WP,,shade,A,,,1,2,NA,,NA,NA,,,,8/13/19,ND,2,8,49.520,342.820,337.660,730.000,2.802,,
mayberry,,56,cp,WP,,shade,A,,,1,3,NA,,NA,NA,,,,8/13/19,ND,2,8,52.720,318.580,298.100,669.400,2.973,,
mayberry,,56,cp,WP,,shade,A,,,1,1,NA,,NA,NA,,,,8/13/19,ND,2,8,30.540,426.710,434.660,891.910,3.490,,
mayberry,,56,cp,WP,,shade,A,,,1,2,NA,,NA,NA,,,,8/13/19,ND,2,8,56.580,368.630,343.950,769.150,3.771,,
mayberry,,56,cp,WP,,shade,A,,,1,3,NA,,NA,NA,,,,8/13/19,ND,2,8,43.570,352.980,376.310,772.860,4.088,,
mayberry,,63,cp,P,,no shade,B,,,9,1,NA,,NA,NA,,,,7/10/19,ND,1,6,98.890,6.280,137.630,242.800,2.144,,
mayberry,,63,cp,P,,no shade,B,,,9,2,NA,,NA,NA,,,,7/10/19,ND,1,6,59.670,37.870,137.350,234.890,2.313,,
mayberry,,63,cp,P,,no shade,B,,,9,3,NA,,NA,NA,,,,7/10/19,ND,1,6,80.860,25.630,138.290,244.770,2.719,,
mayberry,,63,cp,P,,no shade,B,,,9,1,NA,,NA,NA,,,,7/10/19,ND,1,6,54.960,1.520,175.070,231.560,2.566,,
mayberry,,63,cp,P,,no shade,B,,,9,2,NA,,NA,NA,,,,7/10/19,ND,1,6,54.720,4.150,176.830,235.700,2.402,,
mayberry,,63,cp,P,,no shade,B,,,9,3,NA,,NA,NA,,,,7/10/19,ND,1,6,44.290,11.930,149.780,206.000,2.548,,
mayberry,,63,cp,P,,no shade,B,,,9,1,NA,,NA,NA,,,,8/13/19,ND,2,8,54.300,333.580,231.910,619.790,2.144,,
mayberry,,63,cp,P,,no shade,B,,,9,2,NA,,NA,NA,,,,8/13/19,ND,2,8,31.940,317.080,212.730,561.740,2.313,,
mayberry,,63,cp,P,,no shade,B,,,9,3,NA,,NA,NA,,,,8/13/19,ND,2,8,36.330,338.230,234.880,609.430,2.719,,
mayberry,,63,cp,P,,no shade,B,,,9,1,NA,,NA,NA,,,,8/13/19,ND,2,8,56.230,311.390,258.610,626.230,2.566,,
mayberry,,63,cp,P,,no shade,B,,,9,2,NA,,NA,NA,,,,8/13/19,ND,2,8,61.870,343.360,253.650,658.880,2.402,,
mayberry,,63,cp,P,,no shade,B,,,9,3,NA,,NA,NA,,,,8/13/19,ND,2,8,42.190,318.420,251.340,611.950,2.548,,
mayberry,,63,cp,WP,,shade,B,,,7,1,NA,,NA,NA,,,,7/10/19,ND,1,6,66.890,55.160,152.190,274.240,4.232,,
mayberry,,63,cp,WP,,shade,B,,,7,2,NA,,NA,NA,,,,7/10/19,ND,1,6,74.050,32.880,152.770,259.700,4.150,,
mayberry,,63,cp,WP,,shade,B,,,7,3,NA,,NA,NA,,,,7/10/19,ND,1,6,79.040,16.190,143.880,239.120,4.913,,
mayberry,,63,cp,WP,,shade,B,,,7,1,NA,,NA,NA,,,,7/10/19,ND,1,6,76.560,11.900,209.180,297.640,5.100,,
mayberry,,63,cp,WP,,shade,B,,,7,2,NA,,NA,NA,,,,7/10/19,ND,1,6,83.680,16.650,169.980,270.320,5.756,,
mayberry,,63,cp,WP,,shade,B,,,7,3,NA,,NA,NA,,,,7/10/19,ND,1,6,66.780,23.360,NA,NA,6.270,,
mayberry,,63,cp,WP,,shade,B,,,7,1,NA,,NA,NA,,,,8/13/19,ND,2,8,50.040,311.640,392.750,754.430,4.232,,
mayberry,,63,cp,WP,,shade,B,,,7,2,NA,,NA,NA,,,,8/13/19,ND,2,8,41.870,278.980,361.590,682.440,4.150,,
mayberry,,63,cp,WP,,shade,B,,,7,3,NA,,NA,NA,,,,8/13/19,ND,2,8,66.240,323.000,380.160,769.410,4.913,,
mayberry,,63,cp,WP,,shade,B,,,7,1,NA,,NA,NA,,,,8/13/19,ND,2,8,84.270,356.600,459.580,900.450,5.100,,
mayberry,,63,cp,WP,,shade,B,,,7,2,NA,,NA,NA,,,,8/13/19,ND,2,8,73.050,403.770,442.950,919.770,5.756,,
mayberry,,63,cp,WP,,shade,B,,,7,3,NA,,NA,NA,,,,8/13/19,ND,2,8,75.700,351.380,397.660,824.740,6.270,,
mayberry,,64,mj,P,,no shade,B,,,3,1,NA,,NA,NA,,,,7/10/19,ND,1,6,61.960,6.760,186.340,255.060,2.405,,
mayberry,,64,mj,P,,no shade,B,,,3,2,NA,,NA,NA,,,,7/10/19,ND,1,6,69.830,33.220,159.450,262.500,2.281,,
mayberry,,64,mj,P,,no shade,B,,,3,3,NA,,NA,NA,,,,7/10/19,ND,1,6,91.410,15.160,154.730,261.300,2.342,,
mayberry,,64,mj,P,,no shade,B,,,3,1,NA,,NA,NA,,,,7/10/19,ND,1,6,78.360,30.030,103.960,212.350,2.609,,
mayberry,,64,mj,P,,no shade,B,,,3,2,NA,,NA,NA,,,,7/10/19,ND,1,6,97.390,37.600,93.400,228.390,2.036,,
mayberry,,64,mj,P,,no shade,B,,,3,3,NA,,NA,NA,,,,7/10/19,ND,1,6,77.870,28.090,92.550,198.500,2.418,,
mayberry,,64,mj,P,,no shade,B,,,3,1,NA,,NA,NA,,,,8/13/19,ND,2,8,52.820,360.280,293.290,706.390,2.405,,
mayberry,,64,mj,P,,no shade,B,,,3,2,NA,,NA,NA,,,,8/13/19,ND,2,8,97.810,314.230,289.410,701.450,2.281,,
mayberry,,64,mj,P,,no shade,B,,,3,3,NA,,NA,NA,,,,8/13/19,ND,2,8,68.000,314.130,265.110,647.240,2.342,,
mayberry,,64,mj,P,,no shade,B,,,3,1,NA,,NA,NA,,,,8/13/19,ND,2,8,91.870,63.130,160.470,315.470,2.609,,
mayberry,,64,mj,P,,no shade,B,,,3,2,NA,,NA,NA,,,,8/13/19,ND,2,8,70.050,217.150,190.810,478.010,2.036,,
mayberry,,64,mj,P,,no shade,B,,,3,3,NA,,NA,NA,,,,8/13/19,ND,2,8,23.530,183.310,184.760,391.600,2.418,,
mayberry,,64,mj,WP,,shade,B,,,1,1,NA,,NA,NA,,,,7/10/19,ND,1,6,67.070,108.140,262.560,437.770,2.091,,
mayberry,,64,mj,WP,,shade,B,,,1,2,NA,,NA,NA,,,,7/10/19,ND,1,6,111.220,16.480,272.340,400.040,2.062,,
mayberry,,64,mj,WP,,shade,B,,,1,3,NA,,NA,NA,,,,7/10/19,ND,1,6,63.170,343.430,202.230,608.830,2.150,,
mayberry,,64,mj,WP,,shade,B,,,1,1,NA,,NA,NA,,,,7/10/19,ND,1,6,82.340,43.820,145.360,271.520,3.047,,
mayberry,,64,mj,WP,,shade,B,,,1,2,NA,,NA,NA,,,,7/10/19,ND,1,6,67.000,27.800,201.820,296.630,2.980,,
mayberry,,64,mj,WP,,shade,B,,,1,3,NA,,NA,NA,,,,7/10/19,ND,1,6,92.400,35.910,289.950,418.260,3.194,,
mayberry,,64,mj,WP,,shade,B,,,1,1,NA,,NA,NA,,,,8/13/19,ND,2,8,49.470,410.130,445.060,904.660,2.091,,
mayberry,,64,mj,WP,,shade,B,,,1,2,NA,,NA,NA,,,,8/13/19,ND,2,8,77.260,477.720,393.310,948.290,2.062,,
mayberry,,64,mj,WP,,shade,B,,,1,3,NA,,NA,NA,,,,8/13/19,ND,2,8,69.450,426.440,405.840,901.740,2.150,,
mayberry,,64,mj,WP,,shade,B,,,1,1,NA,,NA,NA,,,,8/13/19,ND,2,8,72.490,521.920,430.130,1024.530,3.047,,
mayberry,,64,mj,WP,,shade,B,,,1,2,NA,,NA,NA,,,,8/13/19,ND,2,8,69.400,553.750,403.330,1026.490,2.980,,
mayberry,,64,mj,WP,,shade,B,,,1,3,NA,,NA,NA,,,,8/13/19,ND,2,8,54.240,516.700,375.860,946.800,3.194,,
mayberry,,70,mj,P,,no shade,A,,,9,1,NA,,NA,NA,,,,7/10/19,ND,1,6,64.220,15.170,145.840,225.240,3.047,1766160,
mayberry,,70,mj,P,,no shade,A,,,9,2,NA,,NA,NA,,,,7/10/19,ND,1,6,67.550,20.080,134.360,221.980,2.889,,
mayberry,,70,mj,P,,no shade,A,,,9,3,NA,,NA,NA,,,,7/10/19,ND,1,6,67.170,23.490,150.450,241.110,3.102,,
mayberry,,70,mj,P,,no shade,A,,,9,1,NA,,NA,NA,,,,7/10/19,ND,1,6,61.370,33.950,121.940,217.250,2.699,,
mayberry,,70,mj,P,,no shade,A,,,9,2,NA,,NA,NA,,,,7/10/19,ND,1,6,47.290,46.530,139.080,232.890,3.115,,
mayberry,,70,mj,P,,no shade,A,,,9,3,NA,,NA,NA,,,,7/10/19,ND,1,6,68.570,34.000,146.330,248.900,3.184,,
