phase,bag_num,unit_or_mayberry_stake,desert_source,mayberry_treatment,cultivation_f_g_c,cultivation_shade,cultivation_water,cultivation_substrate,cultivation_inoc_status,sod_section_num,lab_replicate,property,date_sampled,cores,slake,resurrect_block,resurrect_sample_provenance,resurrect_desert_treatment,date_eps,eps_extractor,eps_timepoint,eps_timepoint_months,lb_eps,tb_eps,g_eps,total_eps,chla,old_cyano_qPCR,Note
mayberry,,70,mj,P,,no shade,A,,,9,1,NA,,NA,NA,,,,8/13/19,ND,2,8,62.870,378.690,289.650,731.220,3.047,3377920,
mayberry,,70,mj,P,,no shade,A,,,9,2,NA,,NA,NA,,,,8/13/19,ND,2,8,51.250,328.680,228.000,607.930,2.889,,
mayberry,,70,mj,P,,no shade,A,,,9,3,NA,,NA,NA,,,,8/13/19,ND,2,8,50.860,369.760,256.980,677.590,3.102,,
mayberry,,70,mj,P,,no shade,A,,,9,1,NA,,NA,NA,,,,8/13/19,ND,2,8,60.060,315.340,264.040,639.440,2.699,,
mayberry,,70,mj,P,,no shade,A,,,9,2,NA,,NA,NA,,,,8/13/19,ND,2,8,46.410,319.470,261.260,627.130,3.115,,
mayberry,,70,mj,P,,no shade,A,,,9,3,NA,,NA,NA,,,,8/13/19,ND,2,8,34.090,321.360,251.230,606.690,3.184,,
mayberry,,70,mj,P,,no shade,A,,,9,1,NA,,NA,NA,,,,7/20/22,SDJ,2,8,139.230,216.360,356.050,711.640,3.013,,average of 3 measurements by ND
mayberry,,70,mj,P,,no shade,A,,,9,2,NA,,NA,NA,,,,7/20/22,SDJ,2,8,96.740,261.760,343.590,702.090,2.999,,average of 3 measurements by ND
mayberry,,70,mj,WP,,shade,A,,,7,1,NA,,NA,NA,,,,7/10/19,ND,1,6,55.750,94.420,131.710,281.880,4.652,,
mayberry,,70,mj,WP,,shade,A,,,7,2,NA,,NA,NA,,,,7/10/19,ND,1,6,59.190,35.470,134.970,229.630,4.532,,
mayberry,,70,mj,WP,,shade,A,,,7,3,NA,,NA,NA,,,,7/10/19,ND,1,6,61.920,55.830,183.130,300.870,4.940,,
mayberry,,70,mj,WP,,shade,A,,,7,1,NA,,NA,NA,,,,7/10/19,ND,1,6,110.260,37.010,251.340,398.620,6.078,,
mayberry,,70,mj,WP,,shade,A,,,7,2,NA,,NA,NA,,,,7/10/19,ND,1,6,67.300,51.690,212.930,331.920,6.114,,
mayberry,,70,mj,WP,,shade,A,,,7,3,NA,,NA,NA,,,,7/10/19,ND,1,6,66.800,29.260,240.390,336.450,6.562,,
mayberry,,70,mj,WP,,shade,A,,,7,1,NA,,NA,NA,,,,8/13/19,ND,2,8,48.860,280.040,242.070,570.960,4.652,,
mayberry,,70,mj,WP,,shade,A,,,7,2,NA,,NA,NA,,,,8/13/19,ND,2,8,53.870,301.860,234.880,590.600,4.532,,
mayberry,,70,mj,WP,,shade,A,,,7,3,NA,,NA,NA,,,,8/13/19,ND,2,8,53.910,309.190,259.100,622.200,4.940,,
mayberry,,70,mj,WP,,shade,A,,,7,1,NA,,NA,NA,,,,8/13/19,ND,2,8,52.630,399.110,344.180,795.920,6.078,,
mayberry,,70,mj,WP,,shade,A,,,7,2,NA,,NA,NA,,,,8/13/19,ND,2,8,56.600,444.230,392.210,893.040,6.114,,
mayberry,,70,mj,WP,,shade,A,,,7,3,NA,,NA,NA,,,,8/13/19,ND,2,8,65.620,420.540,388.470,874.640,6.562,,
mayberry,,70,mj,WP,,shade,A,,,7,1,NA,,NA,NA,,,,7/22/22,SDJ,2,8,285.790,349.740,329.900,965.430,4.708,,average of 3 measurements by ND
mayberry,,70,mj,WP,,shade,A,,,7,2,NA,,NA,NA,,,,7/22/22,SDJ,2,8,148.640,444.720,440.910,1034.270,6.251,,average of 3 measurements by ND
mayberry,,71,cp,P,,no shade,A,,,3,1,NA,,NA,NA,,,,7/10/19,ND,1,6,52.700,25.670,104.300,182.670,1.674,1435000,
mayberry,,71,cp,P,,no shade,A,,,3,2,NA,,NA,NA,,,,7/10/19,ND,1,6,55.360,36.190,130.000,221.550,1.379,,
mayberry,,71,cp,P,,no shade,A,,,3,3,NA,,NA,NA,,,,7/10/19,ND,1,6,61.330,42.290,156.860,260.480,1.510,,
mayberry,,71,cp,P,,no shade,A,,,3,1,NA,,NA,NA,,,,7/10/19,ND,1,6,75.150,37.430,117.800,230.380,1.314,,
mayberry,,71,cp,P,,no shade,A,,,3,2,NA,,NA,NA,,,,7/10/19,ND,1,6,70.670,40.210,145.840,256.720,1.210,,
mayberry,,71,cp,P,,no shade,A,,,3,3,NA,,NA,NA,,,,7/10/19,ND,1,6,136.340,24.260,89.310,249.910,1.351,,
mayberry,,71,cp,P,,no shade,A,,,3,1,NA,,NA,NA,,,,8/13/19,ND,2,8,43.290,252.450,302.140,597.880,1.674,826880,
mayberry,,71,cp,P,,no shade,A,,,3,2,NA,,NA,NA,,,,8/13/19,ND,2,8,53.430,263.110,290.750,607.290,1.379,,
mayberry,,71,cp,P,,no shade,A,,,3,3,NA,,NA,NA,,,,8/13/19,ND,2,8,62.370,272.200,323.860,658.430,1.510,,
mayberry,,71,cp,P,,no shade,A,,,3,1,NA,,NA,NA,,,,8/13/19,ND,2,8,81.750,259.240,267.080,608.070,1.314,,
mayberry,,71,cp,P,,no shade,A,,,3,2,NA,,NA,NA,,,,8/13/19,ND,2,8,55.600,285.030,244.410,585.030,1.210,,
mayberry,,71,cp,P,,no shade,A,,,3,3,NA,,NA,NA,,,,8/13/19,ND,2,8,52.830,277.010,265.600,595.440,1.351,,
mayberry,,71,cp,P,,no shade,A,,,3,1,NA,,NA,NA,,,,7/20/22,SDJ,2,8,40.020,108.020,282.350,430.390,1.521,,average of 3 measurements by ND
mayberry,,71,cp,P,,no shade,A,,,3,2,NA,,NA,NA,,,,7/20/22,SDJ,2,8,11.880,113.820,257.450,383.150,1.292,,average of 3 measurements by ND
mayberry,,71,cp,WP,,shade,A,,,1,1,NA,,NA,NA,,,,7/10/19,ND,1,6,52.400,15.870,87.390,155.660,5.187,,
mayberry,,71,cp,WP,,shade,A,,,1,2,NA,,NA,NA,,,,7/10/19,ND,1,6,59.590,14.080,145.090,218.760,5.500,,
mayberry,,71,cp,WP,,shade,A,,,1,3,NA,,NA,NA,,,,7/10/19,ND,1,6,56.650,18.940,148.500,224.090,6.384,,
mayberry,,71,cp,WP,,shade,A,,,1,1,NA,,NA,NA,,,,7/10/19,ND,1,6,56.700,23.010,168.200,247.900,4.088,,
mayberry,,71,cp,WP,,shade,A,,,1,2,NA,,NA,NA,,,,7/10/19,ND,1,6,47.070,19.880,257.210,324.160,3.792,,
mayberry,,71,cp,WP,,shade,A,,,1,3,NA,,NA,NA,,,,7/10/19,ND,1,6,NA,NA,NA,0.000,3.898,,
mayberry,,71,cp,WP,,shade,A,,,1,1,NA,,NA,NA,,,,8/13/19,ND,2,8,50.470,314.620,276.200,641.290,5.187,,
mayberry,,71,cp,WP,,shade,A,,,1,2,NA,,NA,NA,,,,8/13/19,ND,2,8,51.570,261.670,264.680,577.920,5.500,,
mayberry,,71,cp,WP,,shade,A,,,1,3,NA,,NA,NA,,,,8/13/19,ND,2,8,35.360,274.890,265.900,576.140,6.384,,
mayberry,,71,cp,WP,,shade,A,,,1,1,NA,,NA,NA,,,,8/13/19,ND,2,8,27.350,341.750,368.530,737.630,4.088,,
mayberry,,71,cp,WP,,shade,A,,,1,2,NA,,NA,NA,,,,8/13/19,ND,2,8,64.540,309.920,354.120,728.590,3.792,,
mayberry,,71,cp,WP,,shade,A,,,1,3,NA,,NA,NA,,,,8/13/19,ND,2,8,53.930,328.220,350.810,732.960,3.898,,
mayberry,,71,cp,WP,,shade,A,,,1,1,NA,,NA,NA,,,,7/20/22,SDJ,2,8,149.600,350.370,306.440,806.410,5.691,,average of 3 measurements by ND
mayberry,,71,cp,WP,,shade,A,,,1,2,NA,,NA,NA,,,,7/22/22,SDJ,2,8,125.420,214.160,276.730,616.310,3.926,,average of 3 measurements by ND
mayberry,,72,sn,P,,no shade,A,,,6,1,NA,,NA,NA,,,,7/20/22,SDJ,2,8,39.440,177.270,248.610,465.330,,,TBD with lab work
mayberry,,72,sn,P,,no shade,A,,,6,2,NA,,NA,NA,,,,7/20/22,SDJ,2,8,31.820,241.720,278.780,552.320,,,TBD with lab work
mayberry,,72,sn,WP,,shade,A,,,4,1,NA,,NA,NA,,,,7/22/22,SDJ,2,8,89.400,200.110,254.480,543.990,,,TBD with lab work
mayberry,,72,sn,WP,,shade,A,,,4,2,NA,,NA,NA,,,,7/22/22,SDJ,2,8,27.210,292.210,356.800,676.230,,,TBD with lab work
mayberry,,77,cp,P,,no shade,B,,,3,1,NA,,NA,NA,,,,7/10/19,ND,1,6,54.720,9.420,115.770,179.910,1.326,,
mayberry,,77,cp,P,,no shade,B,,,3,2,NA,,NA,NA,,,,7/10/19,ND,1,6,54.400,11.990,160.630,227.020,1.414,,
mayberry,,77,cp,P,,no shade,B,,,3,3,NA,,NA,NA,,,,7/10/19,ND,1,6,206.060,26.840,121.330,354.230,1.555,,
mayberry,,77,cp,P,,no shade,B,,,3,1,NA,,NA,NA,,,,7/10/19,ND,1,6,46.940,19.830,114.990,181.760,1.627,,
mayberry,,77,cp,P,,no shade,B,,,3,2,NA,,NA,NA,,,,7/10/19,ND,1,6,55.540,25.610,109.750,190.900,1.620,,
mayberry,,77,cp,P,,no shade,B,,,3,3,NA,,NA,NA,,,,7/10/19,ND,1,6,65.680,4.060,120.700,190.440,1.625,,
mayberry,,77,cp,P,,no shade,B,,,3,1,NA,,NA,NA,,,,8/13/19,ND,2,8,60.310,284.330,252.830,597.470,1.326,,
mayberry,,77,cp,P,,no shade,B,,,3,2,NA,,NA,NA,,,,8/13/19,ND,2,8,84.080,279.130,242.510,605.720,1.414,,
mayberry,,77,cp,P,,no shade,B,,,3,3,NA,,NA,NA,,,,8/13/19,ND,2,8,60.670,271.980,241.610,574.260,1.555,,
mayberry,,77,cp,P,,no shade,B,,,3,1,NA,,NA,NA,,,,8/13/19,ND,2,8,41.710,227.190,237.120,506.020,1.627,,
mayberry,,77,cp,P,,no shade,B,,,3,2,NA,,NA,NA,,,,8/13/19,ND,2,8,53.250,280.270,241.020,574.540,1.620,,
mayberry,,77,cp,P,,no shade,B,,,3,3,NA,,NA,NA,,,,8/13/19,ND,2,8,75.700,264.460,252.830,593.000,1.625,,
mayberry,,77,cp,WP,,shade,B,,,1,1,NA,,NA,NA,,,,7/10/19,ND,1,6,43.610,45.160,179.610,268.370,3.583,,
mayberry,,77,cp,WP,,shade,B,,,1,2,NA,,NA,NA,,,,7/10/19,ND,1,6,80.490,67.680,200.140,348.320,3.650,,
mayberry,,77,cp,WP,,shade,B,,,1,3,NA,,NA,NA,,,,7/10/19,ND,1,6,62.350,162.870,242.150,467.370,3.792,,
mayberry,,77,cp,WP,,shade,B,,,1,1,NA,,NA,NA,,,,7/10/19,ND,1,6,77.170,10.390,216.000,303.560,2.605,,
mayberry,,77,cp,WP,,shade,B,,,1,2,NA,,NA,NA,,,,7/10/19,ND,1,6,50.390,8.680,251.870,310.930,2.920,,
mayberry,,77,cp,WP,,shade,B,,,1,3,NA,,NA,NA,,,,7/10/19,ND,1,6,5.970,17.170,19.850,42.980,3.242,,
mayberry,,77,cp,WP,,shade,B,,,1,1,NA,,NA,NA,,,,8/13/19,ND,2,8,37.210,420.910,360.840,818.950,3.583,,
mayberry,,77,cp,WP,,shade,B,,,1,2,NA,,NA,NA,,,,8/13/19,ND,2,8,66.800,405.470,346.200,818.470,3.650,,
mayberry,,77,cp,WP,,shade,B,,,1,3,NA,,NA,NA,,,,8/13/19,ND,2,8,28.370,397.430,353.930,779.730,3.792,,
mayberry,,77,cp,WP,,shade,B,,,1,1,NA,,NA,NA,,,,8/13/19,ND,2,8,83.880,320.800,254.710,659.390,2.605,,
mayberry,,77,cp,WP,,shade,B,,,1,2,NA,,NA,NA,,,,8/13/19,ND,2,8,37.820,359.660,326.830,724.310,2.920,,
mayberry,,77,cp,WP,,shade,B,,,1,3,NA,,NA,NA,,,,8/13/19,ND,2,8,49.640,316.540,297.070,663.260,3.242,,
mayberry,,79,Control,P,,no shade,B,,,9,1,NA,,NA,NA,,,,7/15/19,ND,1,6,39.670,190.870,283.310,513.850,1.022,865920,
mayberry,,79,Control,P,,no shade,B,,,9,2,NA,,NA,NA,,,,7/15/19,ND,1,6,57.310,192.490,289.760,539.560,0.991,,
mayberry,,79,Control,P,,no shade,B,,,9,3,NA,,NA,NA,,,,7/15/19,ND,1,6,73.070,192.830,268.870,534.770,1.190,,
mayberry,,79,Control,P,,no shade,B,,,9,1,NA,,NA,NA,,,,7/15/19,ND,1,6,53.360,178.860,280.390,512.610,1.404,977920,
mayberry,,79,Control,P,,no shade,B,,,9,2,NA,,NA,NA,,,,7/15/19,ND,1,6,73.230,186.460,265.540,525.220,1.722,,
mayberry,,79,Control,P,,no shade,B,,,9,3,NA,,NA,NA,,,,7/15/19,ND,1,6,34.950,195.180,254.650,484.780,1.545,,
mayberry,,79,Control,P,,no shade,B,,,9,1,NA,,NA,NA,,,,7/15/19,ND,1,6,56.900,232.770,345.860,635.530,1.334,,
mayberry,,79,Control,P,,no shade,B,,,9,2,NA,,NA,NA,,,,7/15/19,ND,1,6,63.720,225.520,286.150,575.400,1.133,,
mayberry,,79,Control,P,,no shade,B,,,9,3,NA,,NA,NA,,,,7/15/19,ND,1,6,38.800,242.850,319.680,601.340,1.396,,
mayberry,,79,Control,P,,no shade,B,,,9,1,NA,,NA,NA,,,,7/15/19,ND,1,6,40.630,95.600,226.300,362.530,1.148,,
mayberry,,79,Control,P,,no shade,B,,,9,2,NA,,NA,NA,,,,7/15/19,ND,1,6,53.180,221.250,331.460,605.890,1.156,,
mayberry,,79,Control,P,,no shade,B,,,9,3,NA,,NA,NA,,,,7/15/19,ND,1,6,65.270,253.790,269.060,588.120,1.178,,
mayberry,,79,Control,P,,no shade,B,,,9,1,NA,,NA,NA,,,,7/15/19,ND,1,6,57.540,215.430,234.670,507.640,1.547,872040,
mayberry,,79,Control,P,,no shade,B,,,9,2,NA,,NA,NA,,,,7/15/19,ND,1,6,36.860,251.100,219.970,507.930,1.590,,
mayberry,,79,Control,P,,no shade,B,,,9,3,NA,,NA,NA,,,,7/15/19,ND,1,6,42.480,269.630,254.510,566.620,1.734,,
mayberry,,79,Control,P,,no shade,B,,,9,1,NA,,NA,NA,,,,7/20/22,SDJ,1,6,67.850,219.340,208.560,495.750,1.288,,average of 3 measurements by ND
mayberry,,79,Control,P,,no shade,B,,,9,2,NA,,NA,NA,,,,7/21/22,SDJ,1,6,43.500,111.220,239.360,394.080,1.161,,average of 3 measurements by ND
mayberry,,79,Control,P,,no shade,B,,,9,3,NA,,NA,NA,,,,7/22/22,SDJ,1,6,69.620,103.230,190.620,363.470,1.623,,average of 3 measurements by ND
mayberry,,79,Control,WP,,shade,B,,,7,1,NA,,NA,NA,,,,7/15/19,ND,1,6,43.840,241.440,313.300,598.590,1.310,,
mayberry,,79,Control,WP,,shade,B,,,7,2,NA,,NA,NA,,,,7/15/19,ND,1,6,42.440,225.150,295.600,563.200,1.316,,
mayberry,,79,Control,WP,,shade,B,,,7,3,NA,,NA,NA,,,,7/15/19,ND,1,6,30.320,288.780,326.370,645.470,1.699,,
mayberry,,79,Control,WP,,shade,B,,,7,1,NA,,NA,NA,,,,7/15/19,ND,1,6,35.880,201.590,222.130,459.600,3.535,,
mayberry,,79,Control,WP,,shade,B,,,7,2,NA,,NA,NA,,,,7/15/19,ND,1,6,42.330,172.810,240.040,455.170,3.634,,
mayberry,,79,Control,WP,,shade,B,,,7,3,NA,,NA,NA,,,,7/15/19,ND,1,6,42.370,220.830,244.690,507.890,3.580,,
mayberry,,79,Control,WP,,shade,B,,,7,1,NA,,NA,NA,,,,7/15/19,ND,1,6,20.910,208.870,330.980,560.760,1.314,,
mayberry,,79,Control,WP,,shade,B,,,7,2,NA,,NA,NA,,,,7/15/19,ND,1,6,31.070,202.420,272.070,505.550,1.269,,
mayberry,,79,Control,WP,,shade,B,,,7,3,NA,,NA,NA,,,,7/15/19,ND,1,6,41.020,190.350,318.210,549.580,1.559,,
mayberry,,79,Control,WP,,shade,B,,,7,1,NA,,NA,NA,,,,7/15/19,ND,1,6,34.810,151.940,267.670,454.430,1.360,,
mayberry,,79,Control,WP,,shade,B,,,7,2,NA,,NA,NA,,,,7/15/19,ND,1,6,39.120,193.250,319.590,551.960,1.526,,
mayberry,,79,Control,WP,,shade,B,,,7,3,NA,,NA,NA,,,,7/15/19,ND,1,6,55.580,170.610,297.130,523.330,1.644,,
mayberry,,79,Control,WP,,shade,B,,,7,1,NA,,NA,NA,,,,7/15/19,ND,1,6,56.830,184.250,319.150,560.230,4.283,,
mayberry,,79,Control,WP,,shade,B,,,7,2,NA,,NA,NA,,,,7/15/19,ND,1,6,63.810,242.380,391.230,697.420,3.822,,
mayberry,,79,Control,WP,,shade,B,,,7,3,NA,,NA,NA,,,,7/15/19,ND,1,6,42.010,244.100,350.920,637.040,3.898,,
mayberry,,79,Control,WP,,shade,B,,,7,1,NA,,NA,NA,,,,7/20/22,SDJ,1,6,67.410,212.610,198.480,478.500,1.381,,average of 3 measurements by ND
mayberry,,79,Control,WP,,shade,B,,,7,2,NA,,NA,NA,,,,7/20/22,SDJ,1,6,65.390,261.260,284.610,611.260,1.510,,average of 3 measurements by ND
mayberry,,79,Control,WP,,shade,B,,,7,3,NA,,NA,NA,,,,7/20/22,SDJ,1,6,220.040,241.320,288.210,749.560,4.001,,average of 3 measurements by ND
mayberry,,80,mj,P,,no shade,B,,,3,1,NA,,NA,NA,,,,7/15/19,ND,1,6,44.120,228.730,250.020,522.870,1.530,,
mayberry,,80,mj,P,,no shade,B,,,3,2,NA,,NA,NA,,,,7/15/19,ND,1,6,59.860,219.110,302.850,581.820,1.572,,
mayberry,,80,mj,P,,no shade,B,,,3,3,NA,,NA,NA,,,,7/15/19,ND,1,6,48.980,198.720,294.290,541.990,1.711,,
mayberry,,80,mj,P,,no shade,B,,,3,1,NA,,NA,NA,,,,7/15/19,ND,1,6,47.070,163.960,227.340,438.370,1.730,,
mayberry,,80,mj,P,,no shade,B,,,3,2,NA,,NA,NA,,,,7/15/19,ND,1,6,44.760,174.220,260.460,479.440,1.854,,
mayberry,,80,mj,P,,no shade,B,,,3,3,NA,,NA,NA,,,,7/15/19,ND,1,6,54.780,NA,NA,54.780,1.791,,
mayberry,,80,mj,WP,,shade,B,,,1,1,NA,,NA,NA,,,,7/10/19,ND,1,6,32.290,35.610,147.470,215.370,2.879,,
mayberry,,80,mj,WP,,shade,B,,,1,2,NA,,NA,NA,,,,7/10/19,ND,1,6,40.430,41.690,184.810,266.930,3.279,,
mayberry,,80,mj,WP,,shade,B,,,1,3,NA,,NA,NA,,,,7/10/19,ND,1,6,43.410,9.670,231.170,284.250,4.029,,
mayberry,,80,mj,WP,,shade,B,,,1,1,NA,,NA,NA,,,,7/10/19,ND,1,6,129.000,11.580,216.260,356.840,2.467,,
mayberry,,80,mj,WP,,shade,B,,,1,2,NA,,NA,NA,,,,7/10/19,ND,1,6,62.830,20.390,166.430,249.650,2.441,,
mayberry,,80,mj,WP,,shade,B,,,1,3,NA,,NA,NA,,,,7/10/19,ND,1,6,63.890,35.340,179.750,278.980,NA,,
mayberry,,80,mj,WP,,shade,B,,,1,1,NA,,NA,NA,,,,8/13/19,ND,2,8,30.500,327.170,375.400,733.060,2.879,,
mayberry,,80,mj,WP,,shade,B,,,1,2,NA,,NA,NA,,,,8/13/19,ND,2,8,61.800,352.450,329.540,743.790,3.279,,
mayberry,,80,mj,WP,,shade,B,,,1,3,NA,,NA,NA,,,,8/13/19,ND,2,8,125.510,334.910,346.820,807.240,4.029,,
mayberry,,80,mj,WP,,shade,B,,,1,1,NA,,NA,NA,,,,8/13/19,ND,2,8,52.630,373.060,419.110,844.790,2.467,,
mayberry,,80,mj,WP,,shade,B,,,1,2,NA,,NA,NA,,,,8/13/19,ND,2,8,31.080,318.750,328.160,677.980,2.441,,
mayberry,,80,mj,WP,,shade,B,,,1,3,NA,,NA,NA,,,,8/13/19,ND,2,8,26.410,356.600,377.770,760.780,NA,,
mayberry,,85,sn,P,,no shade,A,,,6,1,NA,,NA,NA,,,,7/20/22,SDJ,2,8,40.820,172.490,275.130,488.440,,,TBD with lab work
mayberry,,85,sn,P,,no shade,A,,,6,2,NA,,NA,NA,,,,7/20/22,SDJ,2,8,28.900,212.000,183.970,424.860,,,TBD with lab work
mayberry,,86,cp,P,,no shade,A,,,6,1,NA,,NA,NA,,,,7/10/19,ND,1,6,84.430,30.400,110.880,225.710,1.350,1650200,
mayberry,,86,cp,P,,no shade,A,,,6,2,NA,,NA,NA,,,,7/10/19,ND,1,6,63.200,19.510,93.240,175.940,1.274,,
mayberry,,86,cp,P,,no shade,A,,,6,3,NA,,NA,NA,,,,7/10/19,ND,1,6,58.900,9.300,111.720,179.920,1.017,,
mayberry,,86,cp,P,,no shade,A,,,6,1,NA,,NA,NA,,,,8/13/19,ND,2,8,81.110,223.390,276.930,581.430,1.350,1716000,
mayberry,,86,cp,P,,no shade,A,,,6,2,NA,,NA,NA,,,,8/13/19,ND,2,8,75.080,234.110,289.560,598.750,1.274,,
mayberry,,86,cp,P,,no shade,A,,,6,3,NA,,NA,NA,,,,8/13/19,ND,2,8,76.940,243.560,306.870,627.380,1.017,,
mayberry,,86,cp,P,,no shade,A,,,6,1,NA,,NA,NA,,,,7/20/22,SDJ,1,6,66.350,117.370,240.150,423.870,1.214,,average of 3 measurements by ND
mayberry,,86,cp,P,,no shade,A,,,6,2,NA,,NA,NA,,,,7/20/22,SDJ,1,6,57.590,129.910,283.230,470.740,1.214,,average of 3 measurements by ND
mayberry,,86,cp,WP,,shade,A,,,4,1,NA,,NA,NA,,,,7/10/19,ND,1,6,45.470,62.300,121.170,228.930,1.975,,
mayberry,,86,cp,WP,,shade,A,,,4,2,NA,,NA,NA,,,,7/10/19,ND,1,6,102.440,68.670,116.030,287.140,1.590,,
mayberry,,86,cp,WP,,shade,A,,,4,3,NA,,NA,NA,,,,7/10/19,ND,1,6,71.240,82.160,126.900,280.300,1.341,,
mayberry,,86,cp,WP,,shade,A,,,4,1,NA,,NA,NA,,,,8/13/19,ND,2,8,52.830,227.080,279.700,559.610,1.975,,
mayberry,,86,cp,WP,,shade,A,,,4,2,NA,,NA,NA,,,,8/13/19,ND,2,8,59.060,253.100,350.500,662.660,1.590,,
mayberry,,86,cp,WP,,shade,A,,,4,3,NA,,NA,NA,,,,8/13/19,ND,2,8,47.920,274.630,289.100,611.650,1.341,,
mayberry,,86,cp,WP,,shade,A,,,4,1,NA,,NA,NA,,,,7/20/22,SDJ,1,6,100.950,223.000,207.000,530.960,1.635,,average of 3 measurements by ND
mayberry,,86,cp,WP,,shade,A,,,4,2,NA,,NA,NA,,,,7/20/22,SDJ,1,6,62.520,223.210,271.880,557.620,1.635,,average of 3 measurements by ND
mayberry,,85,sn,WP,,shade,A,,,4,1,NA,,NA,NA,,,,7/22/22,SDJ,1,6,126.400,236.590,385.170,748.160,,,TBD with lab work
mayberry,,85,sn,WP,,shade,A,,,4,2,NA,,NA,NA,,,,7/22/22,SDJ,1,6,11.890,208.770,142.210,362.870,,,TBD with lab work
mayberry,,87,mj,P,,no shade,A,,,6,1,NA,,NA,NA,,,,7/10/19,ND,1,6,87.360,25.320,88.090,200.780,1.126,1296000,
mayberry,,87,mj,P,,no shade,A,,,6,2,NA,,NA,NA,,,,7/10/19,ND,1,6,278.890,36.810,74.370,390.070,1.260,,
mayberry,,87,mj,P,,no shade,A,,,6,3,NA,,NA,NA,,,,7/10/19,ND,1,6,70.460,-1.090,83.260,152.620,1.177,,
mayberry,,87,mj,P,,no shade,A,,,6,1,NA,,NA,NA,,,,8/13/19,ND,2,8,41.840,239.220,179.480,460.530,1.126,,
mayberry,,87,mj,P,,no shade,A,,,6,2,NA,,NA,NA,,,,8/13/19,ND,2,8,58.420,229.740,206.880,495.040,1.260,,
mayberry,,87,mj,P,,no shade,A,,,6,3,NA,,NA,NA,,,,8/13/19,ND,2,8,52.400,238.670,190.700,481.760,1.177,,
mayberry,,87,mj,P,,no shade,A,,,6,1,NA,,NA,NA,,,,7/20/22,SDJ,1,6,47.370,129.910,323.180,500.460,1.187,,average of 3 measurements by ND
mayberry,,87,mj,P,,no shade,A,,,6,2,NA,,NA,NA,,,,7/20/22,SDJ,1,6,81.750,183.390,353.910,619.060,1.187,,average of 3 measurements by ND
mayberry,,87,mj,WP,,shade,A,,,4,1,NA,,NA,NA,,,,7/10/19,ND,1,6,43.330,6.950,136.880,187.170,1.467,1419600,
mayberry,,87,mj,WP,,shade,A,,,4,2,NA,,NA,NA,,,,7/10/19,ND,1,6,64.610,17.310,169.050,250.960,1.448,,
mayberry,,87,mj,WP,,shade,A,,,4,3,NA,,NA,NA,,,,7/10/19,ND,1,6,39.850,62.200,141.400,243.450,1.594,,
mayberry,,87,mj,WP,,shade,A,,,4,1,NA,,NA,NA,,,,8/13/19,ND,2,8,31.590,243.390,201.430,476.410,1.467,,
mayberry,,87,mj,WP,,shade,A,,,4,2,NA,,NA,NA,,,,8/13/19,ND,2,8,74.950,250.660,203.760,529.370,1.448,,
mayberry,,87,mj,WP,,shade,A,,,4,3,NA,,NA,NA,,,,8/13/19,ND,2,8,42.030,247.500,179.180,468.710,1.594,,
mayberry,,87,mj,WP,,shade,A,,,4,1,NA,,NA,NA,,,,7/22/22,SDJ,1,6,15.180,141.860,238.060,395.100,1.503,,average of 3 measurements by ND
mayberry,,87,mj,WP,,shade,A,,,4,2,NA,,NA,NA,,,,7/22/22,SDJ,1,6,70.740,300.740,210.600,582.080,1.503,,average of 3 measurements by ND
mayberry,,94,mj,P,,no shade,B,,,9,1,NA,,NA,NA,,,,7/15/19,ND,1,6,29.690,180.730,237.200,447.630,0.931,,
mayberry,,94,mj,P,,no shade,B,,,9,2,NA,,NA,NA,,,,7/15/19,ND,1,6,32.240,143.210,218.950,394.390,0.990,,
mayberry,,94,mj,P,,no shade,B,,,9,3,NA,,NA,NA,,,,7/15/19,ND,1,6,37.570,163.800,202.240,403.610,0.879,,
mayberry,,94,mj,WP,,shade,B,,,7,1,NA,,NA,NA,,,,7/15/19,ND,1,6,34.730,179.100,267.070,480.910,1.955,,
mayberry,,94,mj,WP,,shade,B,,,7,2,NA,,NA,NA,,,,7/15/19,ND,1,6,42.520,191.810,331.020,565.360,2.251,,
mayberry,,94,mj,WP,,shade,B,,,7,3,NA,,NA,NA,,,,7/15/19,ND,1,6,45.100,186.920,273.320,505.340,2.205,,
mayberry,,96,cp,P,,no shade,B,,,9,1,NA,,NA,NA,,,,7/10/19,ND,1,6,190.960,13.590,288.320,492.870,2.837,,
mayberry,,96,cp,P,,no shade,B,,,9,2,NA,,NA,NA,,,,7/10/19,ND,1,6,76.150,39.190,328.470,443.810,3.082,,
mayberry,,96,cp,P,,no shade,B,,,9,3,NA,,NA,NA,,,,7/10/19,ND,1,6,61.370,36.770,265.500,363.640,3.098,,
mayberry,,96,cp,P,,no shade,B,,,9,1,NA,,NA,NA,,,,8/13/19,ND,2,8,60.550,317.890,276.040,654.480,2.837,,
mayberry,,96,cp,P,,no shade,B,,,9,2,NA,,NA,NA,,,,8/13/19,ND,2,8,51.160,404.520,298.410,754.100,3.082,,
mayberry,,96,cp,P,,no shade,B,,,9,3,NA,,NA,NA,,,,8/13/19,ND,2,8,64.700,353.920,298.070,716.680,3.098,,
mayberry,,96,cp,WP,,shade,B,,,7,1,NA,,NA,NA,,,,7/10/19,ND,1,6,67.030,19.210,170.200,256.440,6.430,,
